rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag,koi_period_outlier,koi_duration_outlier,koi_depth_outlier,koi_prad_outlier,koi_teq_outlier,koi_insol_outlier,koi_model_snr_outlier,koi_steff_outlier,koi_slogg_outlier,koi_srad_outlier,koi_kepmag_outlier,outlier_flag,predicted_confirmed_probability,priority,catalog_fp_flag_count,eb_indicator,contamination_indicator,artifact_indicator,fp_screening_score,fp_risk
2711,3246867,K06315.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.334,0,0,0,0,5.32737192,5.674e-05,-5.674e-05,133.27114,0.00989,-0.00989,0.3554,0.0958,-0.3553,2.226,0.339,-0.339,107.7,17.9,-17.9,0.7,0.1,-0.07,782.0,88.33,40.7,-23.2,6.8,1.0,q1_q17_dr24_tce,4905.0,149.0,-133.0,4.593,0.058,-0.058,0.679,0.094,-0.063,294.34146,38.340519,14.44,0,0,0,0,0,0,0,0,0,0,0,0,0.1833333333333333,Low,0,0,0,1,1,Low
3647,4458082,K02303.02,Kepler-1 b,CANDIDATE,CANDIDATE,1.0,0,0,0,0,8.93484887,9.707e-05,-9.707e-05,133.39108,0.00932,-0.00932,0.888,0.096,-0.667,2.579,0.259,-0.259,135.9,16.5,-16.5,1.83,0.64,-0.23,1124.0,377.25,391.78,-134.24,9.7,2.0,q1_q17_dr25_tce,6688.0,187.0,-281.0,4.304,0.075,-0.225,1.347,0.473,-0.169,289.74731,39.523453,13.827,0,0,0,0,0,0,0,0,0,0,0,0,0.1833333333333333,Low,0,0,0,1,1,Low
6313,9282853,K05651.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.643,0,0,0,0,83.499618,0.004992,-0.004992,163.5093,0.0518,-0.0518,0.341,0.123,-0.341,16.03,1.4,-1.4,501.0,37.4,-37.4,1.72,0.19,-0.2,343.0,3.29,1.45,-1.05,16.1,1.0,q1_q17_dr25_tce,5141.0,196.0,-179.0,4.526,0.082,-0.075,0.773,0.088,-0.088,292.64258,45.732342,15.726,0,1,0,0,0,0,0,0,0,0,0,1,0.18,Low,0,0,0,1,1,Low
8419,6423922,K06705.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.413,0,0,0,0,0.9951412,1.014e-05,-1.014e-05,131.5268,0.0105,-0.0105,0.998,0.351,-0.02,5.588,0.513,-0.513,101.7,7.3,-7.3,0.22,0.14,-0.01,509.0,15.69,34.56,-1.02,17.6,1.0,q1_q17_dr25_tce,3325.0,117.0,-25.0,5.364,0.012,-0.228,0.109,0.073,-0.002,284.2399,41.819042,15.673,0,0,0,0,0,0,0,1,1,1,0,1,0.1733333333333333,Low,0,0,0,1,1,Low
6175,6036286,K05228.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.334,0,0,0,0,546.53309,0.04248,-0.04248,334.0585,0.0297,-0.0297,0.6074,0.321,-0.3998,16.04,1.9,-1.9,758.0,81.1,-81.1,1.03,0.17,-0.15,94.0,0.02,0.01,-0.01,12.3,1.0,q1_q16_tce,3434.0,72.0,-73.0,4.892,0.06,-0.08,0.36,0.06,-0.05,289.81567,41.396439,15.347,1,1,0,0,0,0,0,1,0,0,0,1,0.1733333333333333,Low,0,0,0,1,1,Low
6965,3747817,K04103.02,Kepler-1 b,CANDIDATE,CANDIDATE,0.868,0,0,0,0,14.2378417,0.0003188,-0.0003188,140.4771,0.0128,-0.0128,0.314,0.154,-0.314,4.86,1.1,-1.1,193.0,33.7,-33.7,1.1,0.1,-0.04,629.0,37.02,10.57,-5.62,10.5,2.0,q1_q17_dr25_tce,5273.0,105.0,-105.0,4.566,0.025,-0.07,0.801,0.072,-0.033,291.67682,38.874908,14.838,0,0,0,0,0,0,0,0,0,0,0,0,0.17,Low,0,0,0,0,0,Low
6622,8197176,K05485.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.275,0,0,0,0,9.3589254,0.0001535,-0.0001535,133.482,0.0138,-0.0138,0.184,0.268,-0.184,3.169,0.309,-0.309,1527.0,204.0,-204.0,17.37,5.37,-8.04,1528.0,1288.85,1178.02,-962.21,8.9,1.0,q1_q17_dr25_tce,5188.0,146.0,-164.0,3.327,0.409,-0.22,4.521,1.396,-2.094,300.88522,44.081329,17.054,0,0,0,0,0,0,0,0,1,1,0,1,0.17,Low,0,1,0,1,5,High
9240,5683219,K08257.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.347,0,0,0,0,9.4609418,0.0002719,-0.0002719,138.7888,0.0239,-0.0239,0.161,0.3,-0.161,4.888,0.771,-0.771,47.5,7.2,-7.2,0.54,0.1,-0.07,767.0,81.83,45.22,-26.03,7.9,1.0,q1_q17_dr25_tce,5485.0,163.0,-147.0,4.5,0.117,-0.13,0.788,0.138,-0.101,282.96545,40.922619,13.413,0,0,0,0,0,0,0,0,0,0,0,0,0.17,Low,0,0,0,1,1,Low
6726,10090854,K05762.01,Kepler-1 b,CANDIDATE,CANDIDATE,1.0,0,0,0,0,12.63063129,8.928e-05,-8.928e-05,136.70398,0.00565,-0.00565,0.017,0.426,-0.017,2.212,0.169,-0.169,300.8,35.8,-35.8,1.37,0.28,-0.12,689.0,53.17,32.22,-13.87,9.5,1.0,q1_q17_dr25_tce,5579.0,150.0,-167.0,4.58,0.034,-0.136,0.798,0.161,-0.069,297.39322,47.011459,15.633,0,0,0,0,0,0,0,0,0,0,0,0,0.17,Low,0,0,0,1,1,Low
7028,8107150,K07863.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.691,0,0,0,0,5.2449156,0.0001332,-0.0001332,136.0365,0.0212,-0.0212,0.019,0.432,-0.018,8.367,0.587,-0.587,35.5,3.5,-3.5,0.52,0.14,-0.06,1015.0,251.14,189.47,-74.04,11.7,1.0,q1_q17_dr25_tce,5823.0,140.0,-158.0,4.486,0.078,-0.182,0.878,0.231,-0.099,295.0809,43.953239,13.695,0,0,0,0,0,0,0,0,0,0,0,0,0.17,Low,0,0,0,0,0,Low
4184,8355131,K04711.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.894,0,0,0,0,4.3638313,3.389e-05,-3.389e-05,135.33772,0.0067,-0.0067,0.39,0.06,-0.39,1.457,0.176,-0.176,194.1,23.5,-23.5,1.08,0.22,-0.08,976.0,214.31,137.21,-49.41,10.3,1.0,q1_q17_dr25_tce,5623.0,169.0,-152.0,4.596,0.042,-0.127,0.763,0.158,-0.056,287.50766,44.31424,15.642,0,0,0,0,0,0,0,0,0,0,0,0,0.1666666666666666,Low,0,0,0,0,0,Low
7412,6715997,K06762.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.334,0,0,0,0,15.08186,0.0003259,-0.0003259,141.7289,0.0192,-0.0192,0.7171,0.2547,-0.4897,4.004,0.621,-0.621,81.6,17.5,-17.5,0.98,0.35,-0.15,758.0,78.11,83.47,-27.42,7.1,1.0,q1_q17_dr24_tce,5794.0,163.0,-156.0,4.377,0.126,-0.126,1.012,0.365,-0.151,297.83545,42.11039,14.45,0,0,0,0,0,0,0,0,0,0,0,0,0.1666666666666666,Low,0,0,0,1,1,Low
8643,8145958,K06978.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.978,0,0,0,0,3.07551068,1.915e-05,-1.915e-05,134.46857,0.00536,-0.00536,0.005,0.465,-0.005,1.683,0.175,-0.175,46.1,5.9,-5.9,0.84,0.13,-0.14,1389.0,879.95,371.75,-293.44,10.1,1.0,q1_q17_dr25_tce,5763.0,78.0,-78.0,4.256,0.143,-0.117,1.242,0.2,-0.2,282.84103,44.049728,13.359,0,0,0,0,0,0,0,0,0,0,0,0,0.1666666666666666,Low,0,0,0,0,0,Low
8116,9943009,K07258.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.934,0,0,0,0,2.4376438,1.8e-05,-1.8e-05,132.1228,0.0067,-0.0067,0.112,0.335,-0.112,1.587,0.164,-0.164,27.1,3.7,-3.7,0.79,0.14,-0.16,1686.0,1909.13,858.44,-781.22,8.8,1.0,q1_q17_dr25_tce,5927.0,79.0,-79.0,4.117,0.182,-0.098,1.53,0.264,-0.322,287.76895,46.83194,12.66,0,0,0,0,0,0,0,0,0,0,0,0,0.1666666666666666,Low,0,0,0,1,1,Low
6432,9481235,K05685.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.334,0,0,0,0,14.0019064,0.0001819,-0.0001819,136.311,0.0103,-0.0103,0.9747,0.0042,-0.6771,4.257,0.485,-0.485,376.1,46.2,-46.2,17.96,4.83,-0.91,1646.0,1736.43,1394.57,-288.36,11.6,1.0,q1_q16_tce,4883.0,140.0,-94.0,2.783,0.029,-0.032,6.502,1.749,-0.329,297.59805,46.04377,13.814,0,0,0,0,0,0,0,0,1,1,0,1,0.1666666666666666,Low,0,1,0,1,4,Medium
6857,12554212,K05974.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.993,0,0,0,0,4.76815507,4.901e-05,-4.901e-05,131.85686,0.00758,-0.00758,0.046,0.414,-0.046,2.115,0.249,-0.249,61.0,7.9,-7.9,0.49,0.04,-0.04,761.0,79.48,28.73,-22.3,9.2,1.0,q1_q17_dr25_tce,4680.0,167.0,-167.0,4.618,0.056,-0.032,0.649,0.057,-0.057,288.9162,51.534962,13.442,0,0,0,0,0,0,0,0,0,0,0,0,0.1666666666666666,Low,0,0,0,1,1,Low
9552,8489260,K07889.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.386,0,0,0,0,130.235324,0.00303,-0.00303,218.2719,0.0201,-0.0201,0.075,0.387,-0.075,5.678,0.534,-0.534,750.1,91.4,-91.4,2.44,0.68,-0.23,332.0,2.86,2.38,-0.8,9.7,1.0,q1_q17_dr25_tce,5616.0,166.0,-183.0,4.529,0.036,-0.192,0.903,0.251,-0.084,289.57452,44.519939,15.991,1,0,0,0,0,0,0,0,0,0,0,1,0.1633333333333333,Low,0,0,0,1,2,Low
8678,2716979,K06291.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.334,0,0,0,0,8.8324193,0.00012,-0.00012,137.7004,0.0115,-0.0115,0.185,0.2842,-0.1848,2.252,0.329,-0.329,74.1,10.6,-10.6,0.98,0.33,-0.18,999.0,234.99,227.94,-94.21,8.1,1.0,q1_q17_dr24_tce,6060.0,161.0,-169.0,4.29,0.172,-0.172,1.133,0.376,-0.205,292.29626,37.93306,13.303,0,0,0,0,0,0,0,0,0,0,0,0,0.1633333333333333,Low,0,0,0,1,1,Low
1458,3248501,K02052.01,Kepler-1 b,CANDIDATE,CANDIDATE,1.0,0,0,0,0,4.22464216,3.146e-05,-3.146e-05,133.09108,0.00606,-0.00606,0.913,0.057,-0.683,1.403,0.259,-0.259,987.0,195.0,-195.0,4.31,1.43,-0.47,1279.0,631.55,615.29,-203.32,7.7,1.0,q1_q17_dr25_tce,6343.0,177.0,-243.0,4.408,0.054,-0.216,1.14,0.376,-0.125,294.69772,38.364159,15.341,0,0,0,0,0,0,0,0,0,0,0,0,0.1633333333333333,Low,0,0,0,1,3,Medium
9188,11032748,K08039.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.798,0,0,0,0,43.9438891,0.0008471,-0.0008471,144.143,0.0152,-0.0152,0.523,0.445,-0.32,5.26,0.486,-0.486,154.8,19.4,-19.4,1.12,0.33,-0.08,505.0,15.41,13.18,-3.8,9.7,1.0,q1_q17_dr25_tce,6008.0,162.0,-180.0,4.537,0.038,-0.212,0.875,0.255,-0.068,293.31909,48.518608,14.685,0,0,0,0,0,0,0,0,0,0,0,0,0.16,Low,0,0,0,1,1,Low
1612,11656918,K01945.02,Kepler-1 b,CANDIDATE,CANDIDATE,0.334,0,0,0,0,17.1181036,0.0009062,-0.0009062,136.19429,0.00851,-0.00851,0.4346,0.0697,-0.4346,1.29,0.34,-0.34,167.7,43.9,-43.9,1.22,0.46,-0.09,654.0,43.25,48.35,-10.24,6.1,1.0,q1_q17_dr25_tce,5576.0,157.0,-156.0,4.515,0.033,-0.281,0.929,0.35,-0.07,289.02975,49.769711,14.52,0,0,0,0,0,0,0,0,0,0,0,0,0.16,Low,0,0,0,1,1,Low
8870,12555616,K07540.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.347,0,0,0,0,21.980467,0.0004523,-0.0004523,150.728,0.018,-0.018,0.417,0.046,-0.414,4.78,0.507,-0.507,96.0,11.4,-11.4,0.92,0.24,-0.14,625.0,36.07,27.1,-13.07,10.1,1.0,q1_q17_dr25_tce,5573.0,149.0,-149.0,4.418,0.139,-0.186,0.936,0.239,-0.147,289.82422,51.552029,13.852,0,0,0,0,0,0,0,0,0,0,0,0,0.16,Low,0,0,0,0,0,Low
9540,12885212,K02184.02,Kepler-1 b,CANDIDATE,CANDIDATE,0.638,0,0,0,0,95.906433,0.001258,-0.001258,226.921,0.0107,-0.0107,0.576,0.009,-0.488,4.08,0.285,-0.285,836.2,80.8,-80.8,2.17,0.07,-0.12,288.0,1.63,0.2,-0.29,11.0,2.0,q1_q17_dr25_tce,4620.0,73.0,-82.0,4.564,0.052,-0.014,0.736,0.021,-0.043,290.17502,52.220341,15.504,0,0,0,0,0,0,0,0,0,0,0,0,0.16,Low,0,0,0,0,0,Low
6763,7539277,K05398.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.334,0,0,0,0,551.22396,0.01828,-0.01828,185.7811,0.0233,-0.0233,0.2134,0.2319,-0.2133,5.896,0.812,-0.812,570.7,74.4,-74.4,2.1,0.89,-0.14,206.0,0.42,0.54,-0.09,17.2,1.0,q1_q16_tce,5691.0,156.0,-158.0,4.544,0.023,-0.305,0.887,0.373,-0.06,295.02985,43.129421,14.465,1,0,0,0,0,0,0,0,0,0,0,1,0.1566666666666666,Low,0,0,0,1,1,Low
4613,9822284,K04807.01,Kepler-1 b,CANDIDATE,CANDIDATE,1.0,0,0,0,0,0.969824139,7.595e-06,-7.595e-06,132.28429,0.00614,-0.00614,0.332,0.279,-0.332,0.783,0.165,-0.165,23.1,4.3,-4.3,0.49,0.0,0.0,1839.0,2709.67,0.0,0.0,6.8,1.0,q1_q17_dr25_tce,5780.0,157.0,-160.0,4.438,0.07,-0.128,1.0,0.251,-0.111,287.55508,46.68224,11.563,0,0,0,0,0,1,0,0,0,0,0,1,0.15,Low,0,0,0,1,2,Low
7337,8838950,K02421.02,Kepler-1 b,CANDIDATE,CANDIDATE,0.886,0,0,0,0,4.02321842,4.151e-05,-4.151e-05,135.41629,0.00755,-0.00755,0.396,0.051,-0.396,2.162,0.254,-0.254,81.2,9.7,-9.7,0.48,0.02,-0.03,747.0,73.5,18.14,-17.19,9.8,2.0,q1_q17_dr25_tce,4671.0,139.0,-153.0,4.721,0.048,-0.028,0.528,0.028,-0.034,298.41931,45.071442,14.363,0,0,0,0,0,0,0,0,0,0,0,0,0.15,Low,0,0,0,1,1,Low
2000,11391755,K02639.02,Kepler-1 b,CANDIDATE,CANDIDATE,0.334,0,0,0,0,2.121023807,9.045e-06,-9.045e-06,170.85004,0.00279,-0.00279,1.0045,0.6,-0.0753,0.3673,0.0872,-0.0872,263.9,50.9,-50.9,5.75,2.96,-0.71,1573.0,1446.5,2239.56,-482.39,6.4,1.0,q1_q17_dr25_tce,6133.0,160.0,-215.0,4.367,0.09,-0.306,1.112,0.574,-0.137,285.36517,49.201561,15.527,0,0,0,0,0,0,0,0,0,0,0,0,0.1466666666666666,Low,0,0,0,1,3,Medium
4346,9775385,K04462.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.334,0,0,0,0,45.163025,0.004492,-0.004492,159.8536,0.0968,-0.0968,0.2057,0.2588,-0.2056,7.03,2.1,-2.1,130.3,27.2,-27.2,2.35,1.24,-0.44,886.0,145.48,238.25,-63.2,8.7,1.0,q1_q17_dr25_tce,7675.0,235.0,-304.0,4.051,0.121,-0.311,2.015,1.066,-0.372,293.85294,46.590809,11.069,0,0,0,0,0,0,0,1,0,0,0,1,0.1466666666666666,Low,0,0,0,1,2,Low
4753,6268648,K01613.02,Kepler-1 b,CANDIDATE,CANDIDATE,1.0,0,0,0,0,94.094392,0.003053,-0.003053,196.7503,0.0333,-0.0333,0.32,0.119,-0.32,10.833,0.606,-0.606,46.6,4.6,-4.6,0.9,0.04,-0.03,486.0,13.14,1.86,-1.72,10.6,2.0,q1_q17_dr25_tce,6099.0,79.0,-85.0,4.193,0.016,-0.018,1.308,0.054,-0.054,285.47659,41.632717,11.049,0,0,0,0,0,0,0,0,0,0,0,0,0.1433333333333333,Low,0,0,0,0,0,Low
4140,7891294,K04699.01,Kepler-1 b,CANDIDATE,CANDIDATE,1.0,0,0,0,0,3.07714195,4.18e-05,-4.18e-05,133.4849,0.0103,-0.0103,0.983,0.009,-0.683,3.571,0.32,-0.32,34.2,4.0,-4.0,1.08,0.19,-0.16,1493.0,1175.0,543.1,-367.03,9.9,1.0,q1_q17_dr25_tce,6108.0,82.0,-92.0,4.251,0.125,-0.112,1.336,0.237,-0.194,291.88797,43.649811,12.889,0,0,0,0,0,0,0,0,0,0,0,0,0.1433333333333333,Low,0,0,0,1,1,Low
8766,4918303,K05104.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.999,0,0,0,0,21.1579573,0.0003502,-0.0003502,150.5824,0.0136,-0.0136,0.775,0.179,-0.569,4.706,0.379,-0.379,215.9,24.5,-24.5,1.63,0.45,-0.16,682.0,51.22,43.53,-15.2,10.2,1.0,q1_q17_dr25_tce,6063.0,190.0,-211.0,4.476,0.05,-0.2,1.012,0.282,-0.101,290.12497,40.098381,15.531,0,0,0,0,0,0,0,0,0,0,0,0,0.14,Low,0,0,0,0,0,Low
4531,7094944,K04859.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.82,0,0,0,0,7.5019743,0.0001136,-0.0001136,135.0995,0.0114,-0.0114,0.442,0.036,-0.442,2.582,0.427,-0.427,248.0,31.1,-31.1,1.19,0.08,-0.12,709.0,59.73,16.39,-16.11,9.1,1.0,q1_q17_dr25_tce,4807.0,143.0,-129.0,4.546,0.066,-0.039,0.758,0.049,-0.074,283.06223,42.629002,15.562,0,0,0,0,0,0,0,0,0,0,0,0,0.14,Low,0,0,0,1,1,Low
2198,4172013,K02386.01,Kepler-1 b,CANDIDATE,CANDIDATE,1.0,0,0,0,0,16.2707207,0.0002229,-0.0002229,145.097,0.0112,-0.0112,1.187,7.163,-0.166,5.707,0.579,-0.579,468.0,43.8,-43.8,28.42,4.68,-3.11,827.0,110.79,47.43,-27.69,13.0,1.0,q1_q17_dr25_tce,6117.0,79.0,-85.0,4.315,0.084,-0.126,1.244,0.205,-0.136,294.94009,39.232571,14.94,0,0,0,0,0,0,0,0,0,0,0,0,0.14,Low,0,1,0,0,3,Medium
454,3644071,K01192.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.334,0,0,0,0,1295.362215,0.008463,-0.008463,176.10646,0.00283,-0.00283,1.3935,0.1826,-0.3363,28.297,0.259,-0.259,8708.0,82.9,-82.9,57.82,20.68,-9.44,169.0,0.19,0.21,-0.07,164.0,1.0,q1_q17_dr25_tce,5609.0,159.0,-141.0,4.346,0.149,-0.233,1.048,0.375,-0.171,291.03217,38.703911,14.215,1,1,1,1,0,0,1,0,0,0,0,1,0.1366666666666666,Low,0,1,0,1,6,High
7392,6767227,K04871.02,Kepler-1 b,CANDIDATE,CANDIDATE,0.334,0,0,0,0,5.522479,6.632e-05,-6.632e-05,133.1184,0.0111,-0.0111,0.6606,0.0203,-0.4984,2.666,0.278,-0.278,33.1,4.7,-4.7,0.76,0.35,-0.13,1288.0,650.66,871.96,-251.27,8.6,2.0,q1_q17_dr24_tce,6532.0,159.0,-201.0,4.271,0.135,-0.135,1.247,0.571,-0.207,288.52902,42.27626,13.05,0,0,0,0,0,0,0,0,0,0,0,0,0.1366666666666666,Low,0,0,0,1,1,Low
7603,10396708,K07320.01,Kepler-1 b,CANDIDATE,CANDIDATE,1.0,0,0,0,0,8.50207749,9.33e-05,-9.33e-05,132.36121,0.0094,-0.0094,0.073,0.38,-0.072,3.057,0.269,-0.269,117.3,12.8,-12.8,0.75,0.07,-0.07,679.0,50.14,16.48,-13.42,10.5,1.0,q1_q17_dr25_tce,4889.0,146.0,-131.0,4.57,0.066,-0.044,0.715,0.062,-0.069,288.29715,47.56004,14.755,0,0,0,0,0,0,0,0,0,0,0,0,0.1333333333333333,Low,0,0,0,0,0,Low
2961,9334893,K02298.03,Kepler-1 b,CANDIDATE,CANDIDATE,0.425,0,0,0,0,2.47240869,1.886e-05,-1.886e-05,132.44084,0.00584,-0.00584,0.319,0.137,-0.319,1.87,0.173,-0.173,47.5,6.0,-6.0,0.36,0.02,-0.02,887.0,145.69,36.41,-32.07,9.0,4.0,q1_q17_dr25_tce,4729.0,143.0,-143.0,4.726,0.045,-0.024,0.525,0.028,-0.032,288.45605,45.80212,13.831,0,0,0,0,0,0,0,0,0,0,0,0,0.13,Low,0,0,0,1,1,Low
4418,5437762,K04907.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.965,0,0,0,0,4.04481159,4.026e-05,-4.026e-05,133.60007,0.00739,-0.00739,0.393,0.063,-0.393,2.479,0.29,-0.29,33.0,4.7,-4.7,0.67,0.21,-0.09,1325.0,729.15,670.18,-253.44,7.5,1.0,q1_q17_dr25_tce,6358.0,160.0,-208.0,4.359,0.087,-0.203,1.141,0.363,-0.156,288.39761,40.6269,13.778,0,0,0,0,0,0,0,0,0,0,0,0,0.1266666666666666,Low,0,0,0,1,1,Low
6384,7747091,K05418.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.997,0,0,0,0,14.2673439,0.0002308,-0.0002308,133.9655,0.0127,-0.0127,0.042,0.413,-0.041,3.171,0.58,-0.58,217.5,29.5,-29.5,1.21,0.29,-0.09,657.0,44.12,32.09,-11.06,9.0,1.0,q1_q17_dr25_tce,5475.0,164.0,-164.0,4.567,0.03,-0.17,0.837,0.2,-0.067,289.72818,43.488239,15.181,0,0,0,0,0,0,0,0,0,0,0,0,0.1233333333333333,Low,0,0,0,1,1,Low
8370,10546063,K07339.01,Kepler-1 b,CANDIDATE,CANDIDATE,1.0,0,0,0,0,10.6982275,0.000155,-0.000155,140.6793,0.0102,-0.0102,0.032,0.426,-0.032,3.198,0.335,-0.335,246.0,31.9,-31.9,1.73,0.49,-0.21,919.0,168.88,142.37,-57.45,9.1,1.0,q1_q17_dr25_tce,6277.0,174.0,-239.0,4.417,0.06,-0.18,1.097,0.313,-0.134,296.02774,47.753551,15.833,0,0,0,0,0,0,0,0,0,0,0,0,0.12,Low,0,0,0,1,1,Low
8134,8709688,K03019.02,Kepler-1 b,CANDIDATE,CANDIDATE,0.935,0,0,0,0,2.012094,1.945e-05,-1.945e-05,131.5688,0.00726,-0.00726,0.066,0.381,-0.066,2.157,0.257,-0.257,74.8,9.5,-9.5,0.99,0.16,-0.15,1523.0,1274.27,516.29,-410.58,9.1,2.0,q1_q17_dr25_tce,5633.0,76.0,-76.0,4.296,0.15,-0.113,1.162,0.179,-0.179,298.40137,44.838181,14.927,0,0,0,0,0,0,0,0,0,0,0,0,0.12,Low,0,0,0,1,1,Low
1971,10471621,K02554.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.582,0,0,0,0,39.7557642,0.000333,-0.000333,150.60745,0.00443,-0.00443,1.219,6.837,-0.024,1.958,0.28,-0.28,621.8,76.5,-76.5,13.72,1.0,-1.21,325.0,2.64,0.73,-0.72,10.2,2.0,q1_q17_dr25_tce,4405.0,119.0,-146.0,4.732,0.058,-0.031,0.511,0.037,-0.045,292.37979,47.644611,15.439,0,0,0,0,0,0,0,0,0,0,0,0,0.1166666666666666,Low,0,1,0,0,3,Medium
6532,8009811,K05459.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.944,0,0,0,0,53.554546,0.001423,-0.001423,160.3983,0.0247,-0.0247,0.62,0.013,-0.496,5.533,0.756,-0.756,127.6,18.5,-18.5,3.1,0.44,-1.04,769.0,82.79,31.45,-48.13,8.9,1.0,q1_q17_dr25_tce,6039.0,81.0,-81.0,3.76,0.3,-0.1,2.622,0.377,-0.879,283.37384,43.801361,11.47,0,0,0,0,0,0,0,0,1,1,0,1,0.1166666666666666,Low,0,0,0,1,2,Low
6914,6527078,K04657.02,Kepler-1 b,CANDIDATE,CANDIDATE,0.969,0,0,0,0,10.4314847,7.38e-05,-7.38e-05,135.54229,0.00649,-0.00649,0.95,0.001,-0.734,2.09,0.161,-0.161,59.1,6.8,-6.8,0.77,0.13,-0.07,700.0,56.67,30.8,-15.22,9.6,2.0,q1_q17_dr25_tce,5361.0,159.0,-159.0,4.588,0.038,-0.113,0.774,0.133,-0.071,293.29279,41.997589,13.241,0,0,0,0,0,0,0,0,0,0,0,0,0.1166666666666666,Low,0,0,0,1,1,Low
5934,6442735,K05283.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.334,0,0,0,0,18.7821603,0.0004061,-0.0004061,147.8508,0.0148,-0.0148,0.1986,0.2549,-0.1986,5.573,0.537,-0.537,77.2,9.4,-9.4,0.83,0.34,-0.08,681.0,50.97,61.57,-13.54,9.8,1.0,q1_q17_dr24_tce,5919.0,156.0,-167.0,4.488,0.048,-0.29,0.94,0.386,-0.087,291.76413,41.86013,14.043,0,0,0,0,0,0,0,0,0,0,0,0,0.1166666666666666,Low,0,0,0,1,1,Low
8882,5263167,K06546.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.783,0,0,0,0,3.39401963,2.949e-05,-2.949e-05,134.37164,0.00707,-0.00707,0.166,0.291,-0.166,2.984,0.23,-0.23,98.4,11.8,-11.8,1.03,0.32,-0.12,1306.0,689.16,643.11,-222.12,10.0,1.0,q1_q17_dr25_tce,6181.0,168.0,-224.0,4.431,0.07,-0.21,1.029,0.327,-0.117,288.03058,40.418301,15.42,0,0,0,0,0,0,0,0,0,0,0,0,0.1133333333333333,Low,0,0,0,0,0,Low
3722,5092655,K04116.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.334,0,0,0,0,0.783258387,3.473e-06,-3.473e-06,131.74358,0.00362,-0.00362,0.2514,0.2138,-0.2514,2.2926,0.0885,-0.0885,328.5,14.6,-14.6,1.28,0.3,-0.13,1559.0,1395.69,1091.24,-389.52,28.5,1.0,q1_q17_dr24_tce,5067.0,195.0,-155.0,4.565,0.063,-0.587,0.715,0.17,-0.069,289.79135,40.299431,15.729,0,0,0,0,0,0,0,0,0,0,0,0,0.1133333333333333,Low,0,0,0,0,0,Low
4347,6197344,K04463.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.926,0,0,0,0,36.7614011,0.0009643,-0.0009643,137.7551,0.0286,-0.0286,0.984,0.042,-0.752,15.982,0.763,-0.763,160.9,10.5,-10.5,1.52,0.24,-0.19,475.0,12.0,6.54,-3.94,16.2,1.0,q1_q17_dr25_tce,5305.0,185.0,-185.0,4.504,0.09,-0.11,0.823,0.132,-0.099,289.41428,41.51004,15.598,0,1,0,0,0,0,0,0,0,0,0,1,0.11,Low,0,0,0,1,1,Low
