rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag,koi_period_outlier,koi_duration_outlier,koi_depth_outlier,koi_prad_outlier,koi_teq_outlier,koi_insol_outlier,koi_model_snr_outlier,koi_steff_outlier,koi_slogg_outlier,koi_srad_outlier,koi_kepmag_outlier,outlier_flag,predicted_confirmed_probability,priority,catalog_fp_flag_count,eb_indicator,contamination_indicator,artifact_indicator,fp_screening_score,fp_risk
4409,6276791,K04477.02,Kepler-1 b,CANDIDATE,CANDIDATE,0.973,0,0,0,0,9.32867952,3.812e-05,-3.812e-05,135.87513,0.00352,-0.00352,0.035,0.417,-0.035,1.572,0.0939,-0.0939,354.4,30.1,-30.1,1.62,0.44,-0.15,806.0,99.6,79.07,-26.5,12.7,1.0,q1_q17_dr25_tce,5749.0,153.0,-170.0,4.547,0.033,-0.187,0.864,0.234,-0.078,289.10422,41.69014,15.466,0,0,0,0,0,0,0,0,0,0,0,0,0.46,Low,0,0,0,0,0,Low
6495,10658177,K05817.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.95,0,0,0,0,113.083522,0.002385,-0.002385,217.1521,0.0163,-0.0163,0.039,0.414,-0.039,10.315,0.536,-0.536,130.7,12.0,-12.0,1.59,0.28,-0.31,450.0,9.65,4.42,-3.66,13.0,1.0,q1_q17_dr25_tce,5903.0,79.0,-70.0,4.179,0.176,-0.108,1.4,0.246,-0.27,288.72644,47.906872,13.336,1,0,0,0,0,0,0,0,0,0,0,1,0.46,Low,0,0,0,1,1,Low
8070,7778767,K02523.02,Kepler-1 b,CANDIDATE,CANDIDATE,0.763,0,0,0,0,2.61090223,2.113e-05,-2.113e-05,133.25501,0.00768,-0.00768,0.813,0.01,-0.578,1.976,0.201,-0.201,222.5,24.8,-24.8,1.8,0.27,-0.25,1323.0,724.16,289.86,-214.61,10.7,2.0,q1_q17_dr25_tce,5514.0,74.0,-74.0,4.345,0.132,-0.108,1.071,0.163,-0.148,299.16953,43.44109,15.829,0,0,0,0,0,0,0,0,0,0,0,0,0.46,Low,0,0,0,0,0,Low
3668,8282651,K02193.02,Kepler-1 b,CANDIDATE,CANDIDATE,0.334,0,0,0,0,4.16288745,1.684e-05,-1.684e-05,131.67875,0.00197,-0.00197,0.4265,0.2688,-0.3156,0.678,0.138,-0.138,391.7,42.2,-42.2,1.32,0.11,-0.13,763.0,80.23,24.95,-22.45,12.0,1.0,q1_q17_dr25_tce,4478.0,133.0,-130.0,4.615,0.054,-0.026,0.651,0.052,-0.065,284.10779,44.245811,15.658,0,0,0,0,0,0,0,0,0,0,0,0,0.4566666666666666,Low,0,0,0,0,0,Low
3851,7801070,K04361.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.974,0,0,0,0,75.8781344,0.0003549,-0.0003549,194.67762,0.00468,-0.00468,0.705,0.266,-0.475,1.383,0.18,-0.18,1054.0,120.0,-120.0,3.39,0.91,-0.49,417.0,7.18,5.81,-2.53,11.9,1.0,q1_q17_dr25_tce,5579.0,166.0,-166.0,4.413,0.12,-0.18,0.972,0.261,-0.141,282.16364,43.510132,15.183,0,0,0,0,0,0,0,0,0,0,0,0,0.4566666666666666,Low,0,0,0,0,0,Low
9508,4770617,K02243.03,Kepler-1 b,CANDIDATE,CANDIDATE,0.972,0,0,0,0,31.4452709,0.0001698,-0.0001698,154.58136,0.00513,-0.00513,0.97,0.006,-0.725,1.758,0.108,-0.108,531.1,48.1,-48.1,4.55,0.93,-0.77,721.0,63.78,33.3,-22.03,12.7,3.0,q1_q17_dr25_tce,6172.0,74.0,-86.0,4.198,0.13,-0.13,1.471,0.301,-0.247,297.47711,39.877239,14.806,0,0,0,0,0,0,0,0,0,0,0,0,0.4533333333333333,Low,0,0,0,0,2,Low
9264,4831728,K02739.02,Kepler-1 b,CANDIDATE,CANDIDATE,0.899,0,0,0,0,7.0956395,0.0001189,-0.0001189,135.0007,0.0112,-0.0112,0.06,0.412,-0.06,3.465,0.475,-0.475,108.1,11.3,-11.3,1.2,0.19,-0.24,989.0,225.73,98.1,-88.68,10.5,2.0,q1_q17_dr25_tce,5480.0,82.0,-74.0,4.26,0.18,-0.12,1.174,0.191,-0.234,290.57672,39.95689,15.017,0,0,0,0,0,0,0,0,0,0,0,0,0.4533333333333333,Low,0,0,0,0,0,Low
2206,1996180,K02534.02,Kepler-1 b,CANDIDATE,CANDIDATE,0.922,0,0,0,0,5.42204257,6.847e-05,-6.847e-05,133.46021,0.00864,-0.00864,0.94,0.037,-0.64,2.952,0.223,-0.223,79.1,8.2,-8.2,1.39,0.26,-0.21,1222.0,527.11,272.08,-178.89,10.7,2.0,q1_q17_dr25_tce,6123.0,122.0,-134.0,4.263,0.137,-0.112,1.263,0.232,-0.19,286.3443,37.411968,13.925,0,0,0,0,0,0,0,0,0,0,0,0,0.4533333333333333,Low,0,0,0,0,0,Low
4894,3219037,K03395.01,Kepler-1 b,CANDIDATE,CANDIDATE,1.0,0,0,0,0,10.00506974,9.309e-05,-9.309e-05,136.83029,0.00853,-0.00853,0.148,0.305,-0.148,3.481,0.244,-0.244,143.3,14.1,-14.1,1.11,0.3,-0.15,849.0,122.48,99.12,-41.68,11.4,1.0,q1_q17_dr25_tce,5912.0,158.0,-175.0,4.453,0.098,-0.182,0.924,0.255,-0.127,286.54041,38.3326,14.634,0,0,0,0,0,0,0,0,0,0,0,0,0.45,Low,0,0,0,0,0,Low
4188,10937749,K04499.01,Kepler-1 b,CANDIDATE,CANDIDATE,1.0,0,0,0,0,5.19898615,3.909e-05,-3.909e-05,133.05317,0.00585,-0.00585,0.428,0.032,-0.428,2.359,0.184,-0.184,136.8,14.0,-14.0,1.04,0.29,-0.1,1035.0,271.21,226.14,-76.95,11.5,1.0,q1_q17_dr25_tce,6058.0,164.0,-201.0,4.54,0.048,-0.204,0.867,0.246,-0.082,298.78278,48.312809,14.652,0,0,0,0,0,0,0,0,0,0,0,0,0.4466666666666666,Low,0,0,0,0,0,Low
3576,7256914,K04136.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.982,0,0,0,0,2.41750021,2.156e-05,-2.156e-05,133.80584,0.00748,-0.00748,0.895,0.024,-0.613,4.33,0.22,-0.22,58.2,4.2,-4.2,1.19,0.19,-0.25,1507.0,1221.36,519.24,-502.54,15.2,1.0,q1_q17_dr25_tce,5575.0,83.0,-75.0,4.189,0.188,-0.101,1.308,0.208,-0.277,281.82318,42.811169,13.955,0,0,0,0,0,0,0,0,0,0,0,0,0.4466666666666666,Low,0,0,0,0,0,Low
5130,4820550,K03823.01,Kepler-1 b,CANDIDATE,CANDIDATE,1.0,0,0,0,0,202.1168173,0.0005442,-0.0005442,292.05064,0.00185,-0.00185,0.906,0.01,-0.028,4.683,0.154,-0.154,2701.2,58.2,-58.2,5.8,0.72,-0.34,286.0,1.59,0.53,-0.26,56.3,1.0,q1_q17_dr25_tce,5536.0,74.0,-83.0,4.498,0.038,-0.113,0.917,0.115,-0.053,286.77145,39.983822,13.922,1,0,0,0,0,0,0,0,0,0,0,1,0.44,Low,0,0,0,1,3,Medium
3766,6350882,K04410.01,Kepler-1 b,CANDIDATE,CANDIDATE,1.0,0,0,0,0,5.04404366,3.934e-05,-3.934e-05,136.00785,0.00577,-0.00577,0.08,0.386,-0.08,1.682,0.172,-0.172,236.5,24.6,-24.6,1.47,0.49,-0.17,1078.0,318.92,325.46,-100.89,11.6,1.0,q1_q17_dr25_tce,6039.0,189.0,-210.0,4.493,0.054,-0.229,0.951,0.32,-0.107,287.04236,41.752209,15.744,0,0,0,0,0,0,0,0,0,0,0,0,0.44,Low,0,0,0,0,0,Low
3913,9702006,K04372.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.977,0,0,0,0,6.24564633,5.436e-05,-5.436e-05,137.16241,0.0071,-0.0071,0.594,0.382,-0.384,2.459,0.182,-0.182,212.0,21.2,-21.2,1.06,0.12,-0.07,731.0,67.62,27.85,-16.43,11.9,1.0,q1_q17_dr25_tce,4858.0,161.0,-161.0,4.622,0.027,-0.059,0.707,0.08,-0.049,287.96814,46.470612,15.485,0,0,0,0,0,0,0,0,0,0,0,0,0.44,Low,0,0,0,0,0,Low
3263,9703198,K00469.01,Kepler-1 b,CANDIDATE,CANDIDATE,1.0,0,0,0,0,10.32906563,4.582e-06,-4.582e-06,174.608213,0.000349,-0.000349,0.923,0.029,-0.208,1.44,0.108,-0.108,2309.8,37.7,-37.7,6.17,1.84,-0.66,908.0,160.44,140.41,-48.47,114.8,1.0,q1_q17_dr25_tce,6228.0,168.0,-205.0,4.441,0.065,-0.195,1.049,0.313,-0.112,288.63785,46.421471,14.711,0,0,0,0,0,0,0,0,0,0,0,0,0.4366666666666666,Low,0,0,0,0,2,Low
766,6766634,K01375.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.677,0,0,0,0,321.2124365,0.0004036,-0.0004036,206.930556,0.000994,-0.000994,0.873,0.035,-0.581,4.012,0.165,-0.165,2358.6,33.2,-33.2,7.25,1.16,-1.17,310.0,2.17,1.0,-0.76,81.7,1.0,q1_q17_dr25_tce,6018.0,120.0,-120.0,4.257,0.137,-0.112,1.286,0.207,-0.207,288.32043,42.261414,13.709,1,0,0,0,0,0,0,0,0,0,0,1,0.4366666666666666,Low,0,0,0,1,3,Medium
4567,6358937,K04794.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.744,0,0,0,0,24.5041103,0.000659,-0.000659,140.1805,0.0196,-0.0196,0.178,0.295,-0.178,6.065,0.432,-0.432,119.5,12.3,-12.3,1.03,0.19,-0.12,574.0,25.59,13.03,-6.77,11.3,1.0,q1_q17_dr25_tce,5250.0,86.0,-78.0,4.404,0.098,-0.14,0.962,0.182,-0.112,290.09427,41.742779,14.375,0,0,0,0,0,0,0,0,0,0,0,0,0.4233333333333333,Low,0,0,0,0,0,Low
1255,7499398,K01473.01,Kepler-1 b,CANDIDATE,CANDIDATE,1.0,0,0,0,0,23.02028478,2.765e-05,-2.765e-05,357.786124,0.000837,-0.000837,0.794,0.007,-0.42,3.544,0.131,-0.131,5077.8,62.7,-62.7,7.58,2.11,-0.71,604.0,31.4,26.25,-9.06,97.2,1.0,q1_q17_dr25_tce,5613.0,166.0,-200.0,4.496,0.048,-0.192,0.956,0.266,-0.089,280.36023,43.12368,15.573,0,0,1,0,0,0,0,0,0,0,0,1,0.4166666666666667,Low,0,0,0,1,5,High
2143,6516185,K02445.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.989,0,0,0,0,47.3659328,0.0008396,-0.0008396,175.0355,0.0131,-0.0131,1.085,72.31,-6.696,7.929,0.558,-0.558,757.0,54.8,-54.8,11.97,3.3,-1.42,481.0,12.62,10.47,-4.03,16.0,1.0,q1_q17_dr25_tce,5708.0,169.0,-186.0,4.482,0.078,-0.182,0.902,0.249,-0.107,289.88446,41.906551,15.817,0,0,0,0,0,0,0,0,0,0,0,0,0.4133333333333333,Low,0,1,0,0,3,Medium
3981,6938264,K04180.01,Kepler-1 b,CANDIDATE,CANDIDATE,1.0,0,0,0,0,1.121634781,3.969e-06,-3.969e-06,132.31311,0.00296,-0.00296,0.409,0.053,-0.409,1.155,0.111,-0.111,71.5,6.3,-6.3,0.6,0.03,-0.04,1225.0,529.9,131.86,-139.4,14.8,1.0,q1_q17_dr25_tce,4518.0,143.0,-159.0,4.589,0.042,-0.025,0.72,0.036,-0.056,288.44305,42.45676,13.958,0,0,0,0,0,0,0,0,0,0,0,0,0.41,Low,0,0,0,0,0,Low
2478,5794570,K02675.02,Kepler-1 b,CANDIDATE,CANDIDATE,1.0,0,0,0,0,1.116127169,3.261e-06,-3.261e-06,131.84982,0.00237,-0.00237,0.648,0.299,-0.448,1.3235,0.0727,-0.0727,109.2,6.7,-6.7,1.0,0.14,-0.05,1659.0,1797.63,712.87,-312.68,19.2,2.0,q1_q17_dr25_tce,5721.0,103.0,-126.0,4.517,0.028,-0.112,0.905,0.127,-0.045,292.97125,41.03577,12.43,0,0,0,0,0,0,0,0,0,0,0,0,0.4033333333333333,Low,0,0,0,0,0,Low
4230,4545570,K04506.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.997,0,0,0,0,5.60473115,5.104e-05,-5.104e-05,131.62861,0.00763,-0.00763,0.221,0.23,-0.221,2.885,0.246,-0.246,210.0,20.9,-20.9,1.11,0.19,-0.09,866.0,132.98,71.42,-34.17,11.9,1.0,q1_q17_dr25_tce,5401.0,159.0,-159.0,4.593,0.035,-0.112,0.777,0.132,-0.066,286.33011,39.683182,15.683,0,0,0,0,0,0,0,0,0,0,0,0,0.3966666666666666,Low,0,0,0,0,0,Low
6045,6805414,K05329.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.999,0,0,0,0,200.2350497,0.0005895,-0.0005895,305.44985,0.00207,-0.00207,0.674,0.017,-0.02,23.612,0.167,-0.167,10812.0,59.0,-59.0,10.99,3.4,-1.21,325.0,2.63,2.46,-0.85,220.6,1.0,q1_q17_dr25_tce,6108.0,189.0,-232.0,4.471,0.054,-0.216,0.997,0.308,-0.11,298.64493,42.285831,15.392,1,1,1,0,0,0,1,0,0,0,0,1,0.3966666666666666,Low,0,1,0,1,7,High
6470,7900450,K05441.01,Kepler-1 b,CANDIDATE,CANDIDATE,1.0,0,0,0,0,25.4805211,0.000476,-0.000476,145.4404,0.0129,-0.0129,0.186,0.277,-0.186,10.701,0.376,-0.376,159.0,10.5,-10.5,1.25,0.39,-0.13,659.0,44.67,39.53,-13.27,17.7,1.0,q1_q17_dr25_tce,6250.0,150.0,-206.0,4.472,0.052,-0.208,0.986,0.305,-0.102,294.96277,43.671661,13.181,0,0,0,0,0,0,0,0,0,0,0,0,0.39,Low,0,0,0,0,0,Low
3785,7673841,K02585.03,Kepler-1 b,CANDIDATE,CANDIDATE,0.953,0,0,0,0,7.87845756,8.424e-05,-8.424e-05,138.58644,0.00901,-0.00901,0.562,0.007,-0.481,3.912,0.272,-0.272,44.1,4.6,-4.6,0.78,0.11,-0.14,989.0,226.11,94.9,-84.05,10.5,3.0,q1_q17_dr25_tce,5767.0,115.0,-104.0,4.287,0.162,-0.108,1.135,0.165,-0.202,288.66077,43.36808,13.455,0,0,0,0,0,0,0,0,0,0,0,0,0.3866666666666666,Low,0,0,0,0,0,Low
8960,10352333,K03991.01,Kepler-1 b,CANDIDATE,CANDIDATE,1.0,0,0,0,0,1.570592397,1.603e-06,-1.603e-06,131.530377,0.000812,-0.000812,0.031,0.438,-0.031,0.623,0.0466,-0.0466,214.4,9.2,-9.2,1.37,0.14,-0.15,1480.0,1135.98,325.72,-284.9,29.7,1.0,q1_q17_dr25_tce,5519.0,83.0,-74.0,4.431,0.108,-0.072,0.921,0.093,-0.102,296.50354,47.486919,13.14,0,0,0,0,0,0,0,0,0,0,0,0,0.3833333333333333,Low,0,0,0,0,0,Low
5078,9230021,K03429.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.892,0,0,0,0,15.8283833,0.0004557,-0.0004557,144.3927,0.0257,-0.0257,0.623,0.0,-0.498,3.643,0.527,-0.527,227.5,33.0,-33.0,1.8,0.28,-0.28,758.0,78.2,32.54,-25.35,9.8,2.0,q1_q17_dr25_tce,5596.0,83.0,-75.0,4.298,0.143,-0.104,1.145,0.178,-0.178,296.19614,45.634331,15.364,0,0,0,0,0,0,0,0,0,0,0,0,0.3766666666666666,Low,0,0,0,1,1,Low
6375,10394802,K05790.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.803,0,0,0,0,178.266978,0.002828,-0.002828,229.75414,0.00929,-0.00929,0.886,0.048,-0.663,5.276,0.282,-0.282,1857.0,177.0,-177.0,3.71,0.32,-0.1,241.0,0.8,0.21,-0.09,12.5,1.0,q1_q17_dr25_tce,4899.0,77.0,-87.0,4.624,0.007,-0.063,0.713,0.062,-0.018,287.29132,47.598251,15.518,1,0,0,0,0,0,0,0,0,0,0,1,0.3733333333333333,Low,0,0,0,1,1,Low
8861,5816144,K06137.01,Kepler-1 b,CANDIDATE,CANDIDATE,1.0,0,0,0,0,12.4970599,0.0001533,-0.0001533,140.8987,0.0103,-0.0103,0.65,0.303,-0.449,3.877,0.283,-0.283,180.0,18.9,-18.9,1.44,0.5,-0.16,839.0,117.3,120.38,-36.67,10.6,1.0,q1_q17_dr25_tce,6174.0,185.0,-203.0,4.445,0.07,-0.224,1.021,0.349,-0.116,298.19412,41.029331,14.191,0,0,0,0,0,0,0,0,0,0,0,0,0.3666666666666666,Low,0,0,0,0,0,Low
8080,3547178,K06342.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.984,0,0,0,0,8.1770751,0.0001308,-0.0001308,136.8217,0.0115,-0.0115,0.456,0.498,-0.256,4.608,0.352,-0.352,44.3,4.7,-4.7,0.83,0.22,-0.15,1115.0,365.09,278.5,-145.41,10.6,1.0,q1_q17_dr25_tce,6501.0,147.0,-180.0,4.281,0.149,-0.182,1.209,0.326,-0.217,292.10071,38.61499,12.419,0,0,0,0,0,0,0,0,0,0,0,0,0.3533333333333333,Low,0,0,0,0,0,Low
6972,5613330,K00649.02,Kepler-1 b,CANDIDATE,CANDIDATE,0.616,0,0,0,0,10.2090268,0.0001879,-0.0001879,140.6805,0.0185,-0.0185,0.213,0.232,-0.213,6.264,0.564,-0.564,36.7,4.4,-4.4,0.92,0.17,-0.13,1058.0,296.42,148.26,-100.16,9.8,2.0,q1_q17_dr25_tce,6188.0,110.0,-135.0,4.196,0.115,-0.126,1.524,0.278,-0.228,289.77325,40.80072,13.31,0,0,0,0,0,0,0,0,0,0,0,0,0.35,Low,0,0,0,1,1,Low
8655,3849187,K04780.01,Kepler-1 b,CANDIDATE,CANDIDATE,1.0,0,0,0,0,6.60180003,8.971e-05,-8.971e-05,137.476,0.0107,-0.0107,0.204,0.261,-0.204,2.624,0.322,-0.322,213.4,31.5,-31.5,1.25,0.29,-0.1,875.0,138.25,98.33,-34.58,8.1,1.0,q1_q17_dr25_tce,5591.0,150.0,-166.0,4.559,0.032,-0.179,0.86,0.207,-0.069,291.13574,38.90543,15.414,0,0,0,0,0,0,0,0,0,0,0,0,0.34,Low,0,0,0,1,1,Low
8377,3765692,K06358.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.184,0,0,0,0,3.09383248,2.28e-05,-2.28e-05,132.75691,0.00637,-0.00637,0.356,0.1,-0.356,1.576,0.241,-0.241,373.7,51.3,-51.3,1.32,0.21,-0.09,998.0,233.91,126.41,-55.14,9.7,1.0,q1_q17_dr25_tce,5327.0,190.0,-169.0,4.646,0.032,-0.097,0.681,0.107,-0.046,295.92456,38.876968,15.896,0,0,0,0,0,0,0,0,0,0,0,0,0.34,Low,0,0,0,1,1,Low
2485,9472074,K02735.01,Kepler-1 b,CANDIDATE,CANDIDATE,1.0,0,0,0,0,0.558841234,7.91e-07,-7.91e-07,131.57991,0.00119,-0.00119,0.307,0.146,-0.307,0.7918,0.0534,-0.0534,280.9,15.6,-15.6,1.33,0.18,-0.09,1787.0,2412.15,1076.7,-528.21,26.3,1.0,q1_q17_dr25_tce,5151.0,154.0,-138.0,4.592,0.024,-0.102,0.792,0.106,-0.053,294.59656,46.048302,15.6,0,0,0,0,0,1,0,0,0,0,0,1,0.34,Low,0,0,0,1,1,Low
4469,8626325,K04775.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.625,0,0,0,0,16.4491515,0.0002729,-0.0002729,145.7441,0.0142,-0.0142,0.866,0.05,-0.586,6.696,0.445,-0.445,70.9,7.5,-7.5,2.75,0.58,-1.08,1036.0,272.9,196.21,-187.63,11.0,1.0,q1_q17_dr25_tce,5334.0,214.0,-214.0,3.712,0.308,-0.132,2.789,0.591,-1.097,292.40323,44.782009,12.999,0,0,0,0,0,0,0,0,1,1,0,1,0.34,Low,0,0,0,1,1,Low
4540,8331612,K03318.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.95,0,0,0,0,13.8353959,0.0002748,-0.0002748,134.3082,0.0162,-0.0162,0.94,0.024,-0.727,4.961,0.356,-0.356,818.0,90.4,-90.4,3.78,1.22,-0.52,809.0,101.05,101.83,-35.97,10.3,1.0,q1_q17_dr25_tce,6020.0,211.0,-211.0,4.403,0.087,-0.203,1.057,0.341,-0.146,301.27869,44.25053,15.842,0,0,0,0,0,0,0,0,0,0,0,0,0.3366666666666666,Low,0,0,0,0,0,Low
8534,9340411,K07162.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.979,0,0,0,0,5.1581317,0.0001111,-0.0001111,131.7314,0.021,-0.021,0.032,0.425,-0.032,7.773,0.573,-0.573,37.9,3.5,-3.5,2.02,0.4,-0.5,1642.0,1720.62,983.7,-840.06,13.0,1.0,q1_q17_dr25_tce,5155.0,116.0,-142.0,3.511,0.192,-0.157,3.355,0.668,-0.817,291.0527,45.835129,13.031,0,0,0,0,0,0,0,0,1,1,0,1,0.3333333333333333,Low,0,0,0,1,1,Low
862,3534076,K01209.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.334,0,0,0,0,272.0868353,0.0008514,-0.0008514,378.13721,0.00202,-0.00202,0.3629,0.111,-0.3629,2.7145,0.0937,-0.0937,5572.0,296.0,-296.0,5.95,2.67,-0.53,251.0,0.93,1.33,-0.25,21.5,1.0,q1_q17_dr25_tce,5587.0,208.0,-168.0,4.548,0.047,-0.273,0.791,0.355,-0.071,288.31436,38.693291,15.166,1,0,1,0,0,0,0,0,0,0,0,1,0.33,Low,0,0,0,1,5,High
7338,6964929,K02756.02,Kepler-1 b,CANDIDATE,CANDIDATE,0.334,0,0,0,0,5.06993245,7.75e-05,-7.75e-05,135.836,0.0111,-0.0111,0.3584,0.0963,-0.3584,3.241,0.37,-0.37,93.6,9.9,-9.9,0.92,0.33,-0.09,1053.0,291.11,310.53,-78.75,11.6,2.0,q1_q17_dr24_tce,5957.0,154.0,-187.0,4.506,0.039,-0.039,0.937,0.343,-0.084,296.23282,42.47279,14.758,0,0,0,0,0,0,0,0,0,0,0,0,0.3233333333333333,Low,0,0,0,0,0,Low
4637,8094120,K04881.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.979,0,0,0,0,5.6795377,0.0001039,-0.0001039,132.95,0.0154,-0.0154,0.196,0.254,-0.196,3.757,0.326,-0.326,52.0,4.5,-4.5,1.16,0.33,-0.37,1420.0,961.1,818.95,-572.46,12.5,2.0,q1_q17_dr25_tce,6514.0,181.0,-227.0,4.09,0.258,-0.172,1.585,0.457,-0.503,290.55087,43.994362,12.892,0,0,0,0,0,0,0,0,0,0,0,0,0.3233333333333333,Low,0,0,0,0,0,Low
9217,11443757,K08054.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.995,0,0,0,0,43.9088053,0.0007351,-0.0007351,169.335,0.0155,-0.0155,0.272,0.18,-0.272,6.265,0.506,-0.506,297.8,25.6,-25.6,7.33,1.87,-4.38,885.0,144.75,115.28,-124.24,13.7,1.0,q1_q17_dr25_tce,5216.0,172.0,-172.0,3.402,0.592,-0.197,4.303,1.102,-2.571,285.08685,49.36282,13.589,0,0,0,0,0,0,0,0,1,1,0,1,0.3233333333333333,Low,0,0,0,1,3,Medium
3929,5175024,K02563.02,Kepler-1 b,CANDIDATE,CANDIDATE,0.98,0,0,0,0,6.2614227,0.0001055,-0.0001055,133.2299,0.0123,-0.0123,0.069,0.389,-0.069,4.779,0.439,-0.439,51.4,5.7,-5.7,0.81,0.25,-0.11,1146.0,407.58,365.13,-140.1,10.6,2.0,q1_q17_dr25_tce,6384.0,151.0,-207.0,4.361,0.087,-0.203,1.121,0.352,-0.151,288.09564,40.365971,13.973,0,0,0,0,0,0,0,0,0,0,0,0,0.32,Low,0,0,0,0,0,Low
7718,11650543,K07467.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.334,0,0,0,0,7.20558084,9.029e-05,-9.029e-05,138.3055,0.0107,-0.0107,0.5196,0.0129,-0.4491,2.997,0.288,-0.288,58.0,7.6,-7.6,1.33,0.56,-0.46,1253.0,582.45,753.9,-363.36,8.7,1.0,q1_q17_dr24_tce,6002.0,188.0,-210.0,4.025,0.308,-0.308,1.693,0.718,-0.578,284.95026,49.747147,13.553,0,0,0,0,0,0,0,0,0,0,0,0,0.3166666666666666,Low,0,0,0,1,1,Low
6616,7130612,K05359.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.334,0,0,0,0,2.7200197,0.000389,-0.000389,133.3342,0.0636,-0.0636,0.0078,0.4463,-0.0078,1.874,0.207,-0.207,869.0,126.0,-126.0,1.53,0.14,-0.15,713.0,61.08,16.08,-13.58,8.5,1.0,q1_q17_dr24_tce,3939.0,52.0,-51.0,4.735,0.06,-0.06,0.527,0.05,-0.05,295.41357,42.663071,16.56,0,0,0,0,0,0,0,1,0,0,0,1,0.3133333333333333,Low,0,0,0,1,2,Low
4511,8360041,K04854.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.984,0,0,0,0,2.63527677,2.09e-05,-2.09e-05,133.97919,0.00527,-0.00527,0.646,0.015,-0.5,1.997,0.2,-0.2,70.4,7.9,-7.9,0.76,0.05,-0.06,1136.0,394.32,83.99,-77.27,10.7,1.0,q1_q17_dr25_tce,5215.0,83.0,-83.0,4.496,0.066,-0.05,0.864,0.058,-0.064,289.80804,44.362518,14.342,0,0,0,0,0,0,0,0,0,0,0,0,0.31,Low,0,0,0,0,0,Low
803,8813698,K01268.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.996,0,0,0,0,268.9410974,0.0004975,-0.0004975,360.070904,0.000951,-0.000951,0.765,0.02,-0.035,5.4434,0.0914,-0.0914,9010.2,87.4,-87.4,13.57,2.3,-2.31,321.0,2.52,1.12,-0.87,120.4,1.0,q1_q17_dr25_tce,5798.0,78.0,-78.0,4.224,0.156,-0.104,1.306,0.222,-0.222,289.88962,45.005669,14.814,1,0,1,0,0,0,0,0,0,0,0,1,0.31,Low,0,1,0,1,6,High
4225,6264750,K04715.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.844,0,0,0,0,53.285584,0.001112,-0.001112,172.297,0.017,-0.017,0.754,0.057,-0.527,6.492,0.445,-0.445,158.6,17.1,-17.1,1.44,0.42,-0.33,537.0,19.63,17.36,-9.56,11.0,1.0,q1_q17_dr25_tce,6015.0,200.0,-200.0,4.297,0.236,-0.193,1.057,0.302,-0.247,283.57269,41.695728,13.98,0,0,0,0,0,0,0,0,0,0,0,0,0.3066666666666666,Low,0,0,0,0,0,Low
1936,7120108,K02325.01,Kepler-1 b,CANDIDATE,CANDIDATE,1.0,0,0,0,0,1.025857984,1.051e-06,-1.051e-06,131.655621,0.000841,-0.000841,0.779,0.137,-0.579,0.8069,0.0351,-0.0351,270.7,10.2,-10.2,1.57,0.08,-0.1,1520.0,1264.7,226.59,-228.03,36.0,1.0,q1_q17_dr25_tce,5123.0,82.0,-82.0,4.501,0.066,-0.038,0.847,0.044,-0.055,292.51398,42.65176,14.413,0,0,0,0,0,0,0,0,0,0,0,0,0.3066666666666666,Low,0,0,0,0,0,Low
